name,type,ntype,z,specjd,maxjd,peakmag,peakfilt,instrument
SN2000cs,II,IIP,0.035,2451730.5,2451724.5,17.7,,
SN2000cs,II,IIP,0.035,2451734.5,2451724.5,17.7,,
SN2000cs,II,IIP,0.035,2451735.5,2451724.5,17.7,,
SN2000ct,II,IIP,0.03,2451732.5,2451733.5,16.9,,
SN2000cz,II,IIP,0.017,2451759.5,2451733.5,17.7,,
SN2000dc,II,IIP,0.010397,2451782.5,2451809.5,16.5,,Kast
SN2000dc,II,IIP,0.010397,2451823.5,2451809.5,16.5,,Kast
SN2000dc,II,IIP,0.010397,2451841.5,2451809.5,16.5,,Kast
SN2000dj,II,IIP,0.015441,2451813.5,2451799.5,17.47,,Kast
SN2000dj,II,IIP,0.015441,2451823.5,2451799.5,17.47,,Kast
SN2000dj,II,IIP,0.015441,2451841.5,2451799.5,17.47,,Kast
SN2000dj,II,IIP,0.015441,2451849.5,2451799.5,17.47,,Kast
SN2000dj,II,IIP,0.015441,2451899.5,2451799.5,17.47,,Kast
SN2000dq,II,IIP,0.04232,2451821.5,2451817.5,19.5,,5
SN2000dq,II,IIP,0.04232,2451821.5,2451817.5,19.5,,
SN2000dq,II,IIP,0.04232,2451822.5,2451817.5,19.5,,
SN2000dt,Ib,Ib,0.023,2451841.5,2451839.5,17.4,,Kast
SN2000dt,Ib,Ib,0.023,2451843.5,2451839.5,17.4,,
SN2000dt,Ib,Ib,0.023,2451849.5,2451839.5,17.4,,Kast
SN2000dt,Ib,Ib,0.023,2451899.5,2451839.5,17.4,,Kast
SN2000dt,Ib,Ib,0.023,2451941.5,2451839.5,17.4,,Kast
SN2000du,II,IIP,0.028,2451846.5,2451832.5,17.7,,
SN2000dv,Ib,Ib,0.013,2451841.5,2451833.5,17.5,,Kast
SN2000el,II,IIP,0.0097,2451873.5,2451882.5,15.25,,
SN2000el,II,IIP,0.0097,2451877.5,2451882.5,15.25,,Kast
SN2000eo,IIn,IIn,0.01,2451875.5,2451875.5,15.47,,
SN2000eo,IIn,IIn,0.01,2451875.765,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451877.5,2451875.5,15.47,,
SN2000eo,IIn,IIn,0.01,2451877.829,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451878.5,2451875.5,15.47,,
SN2000eo,IIn,IIn,0.01,2451878.74,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451879.672,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451893.5,2451875.5,15.47,,
SN2000eo,IIn,IIn,0.01,2451893.677,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451894.709,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451896.5,2451875.5,15.47,,
SN2000eo,IIn,IIn,0.01,2451896.752,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451899.5,2451875.5,15.47,,Kast
SN2000eo,IIn,IIn,0.01,2451902.677,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451904.5,2451875.5,15.47,,
SN2000eo,IIn,IIn,0.01,2451904.673,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451907.677,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451909.5,2451875.5,15.47,,
SN2000eo,IIn,IIn,0.01,2451910.731,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451913.631,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451931.745,2451875.5,15.47,,fast
SN2000eo,IIn,IIn,0.01,2451934.5,2451875.5,15.47,,
SN2000eo,IIn,IIn,0.01,2451934.614,2451875.5,15.47,,fast
SN2000ew,Ib,Ib,0.0033,2451899.5,2451882.5,14.0,,Kast
SN2000ew,Ib,Ib,0.0033,2451985.5,2451882.5,14.0,,Danish-1.54m - DFOSC
SN2000ex,II,IIP,0.014,2451876.5,2451874.5,17.6,,
SN2000ex,II,IIP,0.014,2451877.5,2451874.5,17.6,,Kast
SN2000ez,II,IIP,0.011,2451881.5,2451877.5,17.5,,mmt
SN2000ez,II,IIP,0.011,2451881.5,2451877.5,17.5,,
SN2000fe,II,IIP,0.014,2451893.5,2451885.5,16.3,,
SN2000fm,II,IIP,0.017,2451894.5,2451900.5,16.5,,
SN2000fm,II,IIP,0.017,2451895.5,2451900.5,16.5,,
SN2000fm,II,IIP,0.017,2451901.5,2451900.5,16.5,,
SN2000fm,II,IIP,0.017,2451903.5,2451900.5,16.5,,
SN2000fm,II,IIP,0.017,2451906.5,2451900.5,16.5,,
SN2000fm,II,IIP,0.017,2451910.5,2451900.5,16.5,,
SN2000fm,II,IIP,0.017,2451913.5,2451900.5,16.5,,Other - Other
SN2000fm,II,IIP,0.017,2451913.5,2451900.5,16.5,,
SN2000fn,Ib,Ib,0.015,2451899.5,2451866.5,18.8,,Kast
SN2001B,Ib,Ib,0.0052,2451923.5,2451988.5,15.99,,
SN2001B,Ib,Ib,0.0052,2451930.5,2451988.5,15.99,,
SN2001B,Ib,Ib,0.0052,2451932.5,2451988.5,15.99,,Kast
SN2001B,Ib,Ib,0.0052,2451941.5,2451988.5,15.99,,Kast
SN2001B,Ib,Ib,0.0052,2451942.5,2451988.5,15.99,,
SN2001B,Ib,Ib,0.0052,2451989.5,2451988.5,15.99,,Kast
SN2001B,Ib,Ib,0.0052,2451997.5,2451988.5,15.99,,LRIS
SN2001B,Ib,Ib,0.0052,2451998.5,2451988.5,15.99,,Kast
SN2001B,Ib,Ib,0.0052,2452015.5,2451988.5,15.99,,LRIS
SN2001B,Ib,Ib,0.0052,2452029.5,2451988.5,15.99,,Kast
SN2001D,II,IIP,0.0284,2451928.5,2451913.5,18.0,,
SN2001H,II,IIP,0.017,2451923.5,2451929.5,16.63,,
SN2001I,II,IIP,0.017,2451928.5,2451923.5,18.0,,
SN2001J,II,IIP,0.013,2451928.5,2451925.5,17.55,,
SN2001K,II,IIP,0.0108,2451933.5,2451926.5,16.3,,
SN2001K,II,IIP,0.0108,2451941.5,2451926.5,16.3,,Other - Other
SN2001K,II,IIP,0.0108,2451941.5,2451926.5,16.3,,
SN2001K,II,IIP,0.0108,2451998.5,2451926.5,16.3,,Kast
SN2001M,Ic,Ic,0.012,2451941.5,2451931.5,17.35,,Kast
SN2001Q,II,IIP,0.012,2451942.5,2451947.5,16.9,,
SN2001R,II,IIP,0.013,2451956.5,2451956.5,17.5,,
SN2001S,II,IIP,0.03,2451956.5,2451955.5,17.0,,
SN2001S,II,IIP,0.03,2451993.5,2451955.5,17.0,,blue
SN2001S,II,IIP,0.03,2451993.5,2451955.5,17.0,,
SN2001S,II,IIP,0.03,2451994.5,2451955.5,17.0,,blue
SN2001S,II,IIP,0.03,2452025.5,2451955.5,17.0,,blue
SN2001S,II,IIP,0.03,2452025.5,2451955.5,17.0,,red
SN2001S,II,IIP,0.03,2452025.5,2451955.5,17.0,,mmt
SN2001T,II,IIP,0.014,2451959.5,2451948.5,16.8,,
SN2001X,II P,IIP,0.004937,2451971.5,2451975.5,15.16,,Kast
SN2001X,II P,IIP,0.004937,2451989.5,2451975.5,15.16,,Kast
SN2001X,II P,IIP,0.004937,2451990.5,2451975.5,15.16,,Wise1m - FOSC
SN2001X,II P,IIP,0.004937,2451997.5,2451975.5,15.16,,LRIS
SN2001X,II P,IIP,0.004937,2451998.5,2451975.5,15.16,,Kast
SN2001X,II P,IIP,0.004937,2452015.5,2451975.5,15.16,,LRIS
SN2001X,II P,IIP,0.004937,2452029.5,2451975.5,15.16,,Kast
SN2001X,II P,IIP,0.004937,2452045.5,2451975.5,15.16,,Kast
SN2001X,II P,IIP,0.004937,2452054.5,2451975.5,15.16,,Kast
SN2001X,II P,IIP,0.004937,2452089.5,2451975.5,15.16,,Kast
SN2001X,II P,IIP,0.004937,2452106.5,2451975.5,15.16,,Kast
SN2001X,II P,IIP,0.004937,2452144.5,2451975.5,15.16,,Kast
SN2001ad,II,IIP,0.01103,2451983.5,2451978.5,17.0,,
SN2001ae,II,IIP,0.0232,2451985.5,2451983.5,17.3,,
SN2001af,II,IIP,0.029,2451991.5,2451986.5,16.8,,bin
SN2001af,II,IIP,0.029,2451991.5,2451986.5,16.8,,
SN2001af,II,IIP,0.029,2451993.5,2451986.5,16.8,,f34
SN2001af,II,IIP,0.029,2451993.5,2451986.5,16.8,,hd84
SN2001af,II,IIP,0.029,2451993.5,2451986.5,16.8,,blue
SN2001af,II,IIP,0.029,2451993.5,2451986.5,16.8,,red
SN2001af,II,IIP,0.029,2451994.5,2451986.5,16.8,,
SN2001ag,II,IIP,0.02649,2451996.5,2451994.5,17.4,,
SN2001ai,Ib,Ib,0.02597,2451997.5,2452004.5,16.5,,
SN2001ai,Ib,Ib,0.02597,2452025.5,2452004.5,16.5,,mmt
SN2001bb,Ic,Ic,0.015521,2452029.5,2452027.5,15.8,,Kast
SN2001bq,II,IIP,0.008748,2452054.5,2452059.5,16.02,,Kast
SN2001bq,II,IIP,0.008748,2452089.5,2452059.5,16.02,,Kast
SN2001bq,II,IIP,0.008748,2452106.5,2452059.5,16.02,,Kast
SN2001ch,Ic,Ic,0.0098,2452059.1,2452063.5,16.7,,ESI
SN2001ci,Ic,Ic,0.0037,2452059.8,2452035.5,17.4,,ESI
SN2001cm,II,IIP,0.011381,2452089.5,2452070.5,16.64,,Kast
SN2001cm,II,IIP,0.011381,2452106.5,2452070.5,16.64,,Kast
SN2001cm,II,IIP,0.011381,2452117.5,2452070.5,16.64,,Kast
SN2001cm,II,IIP,0.011381,2452144.5,2452070.5,16.64,,Kast
SN2001cm,II,IIP,0.011381,2452172.5,2452070.5,16.64,,Kast
SN2001cx,II,IIP,0.016,2452088.5,2452069.5,17.8,,
SN2001cy,II,IIP,0.014937,2452106.5,2452098.5,16.0,,Kast
SN2001cy,II,IIP,0.014937,2452117.5,2452098.5,16.0,,Kast
SN2001cy,II,IIP,0.014937,2452144.5,2452098.5,16.0,,Kast
SN2001cy,II,IIP,0.014937,2452164.5,2452098.5,16.0,,Kast
SN2001cy,II,IIP,0.014937,2452172.5,2452098.5,16.0,,Kast
SN2001cy,II,IIP,0.014937,2452207.5,2452098.5,16.0,,Kast
SN2001dc,II,IIP,0.0071,2452100.5,2452082.5,21.11,,
SN2001dc,II,IIP,0.0071,2452137.5,2452082.5,21.11,,
SN2001dc,II,IIP,0.0071,2452145.5,2452082.5,21.11,,
SN2001df,II,IIP,0.031,2452109.5,2452114.5,17.5,,
SN2001dg,II,IIP,0.02,2452114.5,2452131.5,17.9,,
SN2001dk,II P,IIP,0.017092,2451910.5,2452162.5,15.7,,Wise1m - FOSC
SN2001do,II P,IIP,0.010421,2452144.5,2452146.5,14.6,,Kast
SN2001do,II P,IIP,0.010421,2452163.5,2452146.5,14.6,,Kast
SN2001do,II P,IIP,0.010421,2452164.5,2452146.5,14.6,,Kast
SN2001do,II P,IIP,0.010421,2452172.5,2452146.5,14.6,,Kast
SN2001do,II P,IIP,0.010421,2452204.7,2452146.5,14.6,,ESI
SN2001do,II P,IIP,0.010421,2456125.8,2452146.5,14.6,,Kast
SN2001ef,Ic,Ic,0.0083,2452163.5,2452163.5,16.7,,
SN2001ef,Ic,Ic,0.0083,2452164.5,2452163.5,16.7,,Kast
SN2001ef,Ic,Ic,0.0083,2452172.5,2452163.5,16.7,,Kast
SN2001ef,Ic,Ic,0.0083,2452202.5,2452163.5,16.7,,Kast
SN2001ej,Ib,Ib,0.013,2452172.5,2452188.5,17.92,,Kast
SN2001ej,Ib,Ib,0.013,2452172.5,2452188.5,17.92,,
SN2001ej,Ib,Ib,0.013,2452173.5,2452188.5,17.92,,
SN2001ej,Ib,Ib,0.013,2452174.5,2452188.5,17.92,,
SN2001ej,Ib,Ib,0.013,2452201.5,2452188.5,17.92,,
SN2001ej,Ib,Ib,0.013,2452202.5,2452188.5,17.92,,Kast
SN2001ej,Ib,Ib,0.013,2452205.5,2452188.5,17.92,,
SN2001ej,Ib,Ib,0.013,2452228.5,2452188.5,17.92,,Kast
SN2001ej,Ib,Ib,0.013,2452228.5,2452188.5,17.92,,
SN2001ej,Ib,Ib,0.013,2452234.5,2452188.5,17.92,,
SN2001ej,Ib,Ib,0.013,2452235.5,2452188.5,17.92,,
SN2001eq,Ib,Ib,0.025,2452202.5,2452175.5,17.6,,Kast
SN2001et,II,IIP,0.023,2452196.5,2452195.5,17.5,,
SN2001ev,II,IIP,0.023,2452199.5,2452193.5,18.8,,
SN2001ey,II,IIP,0.025,2452200.5,2452202.5,17.5,,
SN2001ez,II,IIP,0.013,2452201.5,2452206.5,18.74,,
SN2001ez,II,IIP,0.013,2452201.995,2452206.5,18.74,,fast
SN2001fa,IIn,IIn,0.017,2452202.5,2452206.5,16.41,,Kast
SN2001fa,IIn,IIn,0.017,2452202.858,2452206.5,16.41,,fast
SN2001fa,IIn,IIn,0.017,2452203.811,2452206.5,16.41,,fast
SN2001fa,IIn,IIn,0.017,2452204.8,2452206.5,16.41,,ESI
SN2001fa,IIn,IIn,0.017,2452204.816,2452206.5,16.41,,fast
SN2001fa,IIn,IIn,0.017,2452205.8,2452206.5,16.41,,ESI
SN2001fa,IIn,IIn,0.017,2452205.808,2452206.5,16.41,,fast
SN2001fa,IIn,IIn,0.017,2452207.5,2452206.5,16.41,,Kast
SN2001fa,IIn,IIn,0.017,2452228.5,2452206.5,16.41,,Kast
SN2001fa,IIn,IIn,0.017,2452229.741,2452206.5,16.41,,fast
SN2001fa,IIn,IIn,0.017,2452288.5,2452206.5,16.41,,Kast
SN2001ff,II,IIP,0.013,2452227.5,2452215.5,17.1,,
SN2001fv,II,IIP,0.0046,2452227.5,2452215.5,16.4,,
SN2001fw,Ic,Ic,0.03,2452229.5,2452223.5,18.2,,Kast
SN2001fw,Ic,Ic,0.03,2452231.7,2452223.5,18.2,,ESI
SN2001fx,Ib,Ib,0.0266,2452231.7,2452220.5,18.2,,ESI
SN2001gd,IIb,IIb-noH,0.0029,2452247.5,2452266.5,18.67,,
SN2001gd,IIb,IIb-noH,0.0029,2452266.5,2452266.5,18.67,,LRIS
SN2001gd,IIb,IIb-noH,0.0029,2452291.5,2452266.5,18.67,,LRIS
SN2001gd,IIb,IIb-noH,0.0029,2452293.5,2452266.5,18.67,,
SN2001gd,IIb,IIb-noH,0.0029,2452294.5,2452266.5,18.67,,
SN2001hf,II,IIP,0.015,2452249.5,2452248.5,16.6,,
SN2001hf,II,IIP,0.015,2452288.5,2452248.5,16.6,,Kast
SN2001hg,II,IIP,0.0086,2452282.5,2452299.5,17.97,,Kast
SN2001hg,II,IIP,0.0086,2452288.5,2452299.5,17.97,,Kast
SN2001hg,II,IIP,0.0086,2452316.5,2452299.5,17.97,,Kast
SN2001hg,II,IIP,0.0086,2452326.5,2452299.5,17.97,,Kast
SN2001hh,II,IIP,0.025,2452250.5,2452249.5,17.8,,
SN2001ig,IIb,IIb-H,0.0031,2452254.5,2452255.5,14.21,,
SN2001ig,IIb,IIb-H,0.0031,2452259.5,2452255.5,14.21,,
SN2001ig,IIb,IIb-H,0.0031,2452266.5,2452255.5,14.21,,
SN2001ig,IIb,IIb-H,0.0031,2452266.5,2452255.5,14.21,,LRIS
SN2001ig,IIb,IIb-H,0.0031,2452286.5,2452255.5,14.21,,
SN2001ig,IIb,IIb-H,0.0031,2452291.5,2452255.5,14.21,,LRIS
SN2001ig,IIb,IIb-H,0.0031,2452303.5,2452255.5,14.21,,
SN2001ig,IIb,IIb-noH,0.0031,2452555.5,2452255.5,14.21,,
SN2001ig,IIb,IIb-noH,0.0031,2452555.5,2452255.5,14.21,,LRIS
SN2001ig,IIb,IIb-noH,0.0031,2452586.5,2452255.5,14.21,,
SN2001ig,IIb,IIb-noH,0.0031,2452586.5,2452255.5,14.21,,LRIS
SN2001ih,Ib,Ib,0.025,2452288.5,2452254.5,17.3,,Kast
SN2001ii,Ic,Ic,0.036,2452288.5,2452254.5,18.6,,Kast
SN2001ir,II,IIP,0.02,2452267.5,2452262.5,17.5,,
SN2001is,Ib,Ib,0.013,2452288.5,2452273.5,17.0,,Kast
SN2002A,II,IIP,0.0096,2452288.5,2452286.5,17.7,,
SN2002C,II,IIP,0.024,2452293.5,2452293.5,17.0,,
SN2002D,II,IIP,0.018,2452295.5,2452291.5,16.7,,
SN2002E,II,IIP,0.0039,2452293.5,2452290.5,16.8,,
SN2002F,II,IIP,0.019,2452295.5,2452292.5,17.8,,
SN2002J,Ic,Ic,0.01249,2452316.5,2452294.5,16.6,,Kast
SN2002J,Ic,Ic,0.01249,2452319.5,2452294.5,16.6,,LRIS
SN2002an,II,IIP,0.0129,2452310.5,2452333.5,17.2,,Ekar - AFOSC
SN2002an,II,IIP,0.0129,2452316.5,2452333.5,17.2,,Kast
SN2002an,II,IIP,0.0129,2452319.5,2452333.5,17.2,,LRIS
SN2002an,II,IIP,0.0129,2452344.5,2452333.5,17.2,,Kast
SN2002an,II,IIP,0.0129,2452355.5,2452333.5,17.2,,Kast
SN2002ao,Ic,Ic,0.005134,2452304.5,2452302.5,13.6,,Wise1m - FOSC
SN2002ao,Ic,Ic,0.005134,2452306.5,2452302.5,13.6,,Wise1m - FOSC
SN2002ao,Ic,Ic,0.005134,2452310.5,2452302.5,13.6,,Other - Other
SN2002ao,Ic,Ic,0.005134,2452313.5,2452302.5,13.6,,Wise1m - FOSC
SN2002ao,Ic,Ic,0.005134,2452316.5,2452302.5,13.6,,Kast
SN2002ao,Ic,Ic,0.005134,2452319.5,2452302.5,13.6,,LRIS
SN2002ao,Ic,Ic,0.005134,2452326.5,2452302.5,13.6,,Kast
SN2002ap,Ic BL,Ic-BL,0.002108,2452307.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452308.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452311.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452312.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452313.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452314.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452315.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452316.5,2452310.5,12.72,,Kast
SN2002ap,Ic BL,Ic-BL,0.002108,2452317.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452318.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452319.5,2452310.5,12.72,,LRIS
SN2002ap,Ic BL,Ic-BL,0.002108,2452319.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452320.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452322.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452325.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452326.5,2452310.5,12.72,,Kast
SN2002ap,Ic BL,Ic-BL,0.002108,2452329.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452331.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452339.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452340.5,2452310.5,12.72,,LRIS
SN2002ap,Ic BL,Ic-BL,0.002108,2452343.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452344.5,2452310.5,12.72,,Kast
SN2002ap,Ic BL,Ic-BL,0.002108,2452344.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452433.5,2452310.5,12.72,,Kast
SN2002ap,Ic BL,Ic-BL,0.002108,2452442.5,2452310.5,12.72,,Kast
SN2002ap,Ic BL,Ic-BL,0.002108,2452462.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452466.5,2452310.5,12.72,,Kast
SN2002ap,Ic BL,Ic-BL,0.002108,2452468.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452495.5,2452310.5,12.72,,Kast
SN2002ap,Ic BL,Ic-BL,0.002108,2452548.5,2452310.5,12.72,,Kast
SN2002ap,Ic BL,Ic-BL,0.002108,2452555.5,2452310.5,12.72,,LRIS
SN2002ap,Ic BL,Ic-BL,0.002108,2452561.5,2452310.5,12.72,,SSO-2.3m - DBS
SN2002ap,Ic BL,Ic-BL,0.002108,2452561.5,2452310.5,12.72,,
SN2002ap,Ic BL,Ic-BL,0.002108,2452581.5,2452310.5,12.72,,mmt
SN2002ap,Ic BL,Ic-BL,0.002108,2452584.5,2452310.5,12.72,,ESI
SN2002ap,Ic BL,Ic-BL,0.002108,2452646.5,2452310.5,12.72,,LRIS
SN2002ap,Ic BL,Ic-BL,0.002108,2452697.5,2452310.5,12.72,,LRIS
SN2002as,II,IIP,0.022,2452314.5,2452304.5,17.8,,
SN2002at,II,IIP,0.01997,2452317.5,2452310.5,17.8,,
SN2002au,IIb,IIb-H,0.018,2452316.5,2452335.5,17.2,,Kast
SN2002au,IIb,IIb-H,0.018,2452317.5,2452335.5,17.2,,
SN2002bh,II,IIP,0.0173,2452338.5,2452329.5,17.1,,Ekar - AFOSC
SN2002bj,II,IIP,0.012,2452340.5,2452334.5,14.79,,LRIS
SN2002bl,Ic BL,Ic-BL,0.016,2452340.5,2452343.5,15.9,,LRIS
SN2002bl,Ic BL,Ic-BL,0.016,2452340.5,2452343.5,15.9,,
SN2002bl,Ic BL,Ic-BL,0.016,2452344.5,2452343.5,15.9,,Kast
SN2002bm,Ic,Ic,0.018,2452342.5,2452339.5,17.0,,
SN2002bu,IIn,IIn,0.002,2452372.5,2452366.5,14.9,,Kast
SN2002bu,IIn,IIn,0.002,2452384.5,2452366.5,14.9,,Kast
SN2002bu,IIn,IIn,0.002,2452401.5,2452366.5,14.9,,Kast
SN2002bu,IIn,IIn,0.002,2452433.5,2452366.5,14.9,,Kast
SN2002bu,IIn,IIn,0.002,2452442.5,2452366.5,14.9,,Kast
SN2002bv,II,IIP,0.028,2452367.5,2452362.5,17.8,,
SN2002bx,II,IIP,0.0075,2452367.654,2452375.5,16.3,,fast
SN2002bx,II,IIP,0.0075,2452368.641,2452375.5,16.3,,fast
SN2002bx,II,IIP,0.0075,2452370.669,2452375.5,16.3,,fast
SN2002bx,II,IIP,0.0075,2452372.5,2452375.5,16.3,,Kast
SN2002bx,II,IIP,0.0075,2452372.672,2452375.5,16.3,,fast
SN2002bx,II,IIP,0.0075,2452384.5,2452375.5,16.3,,Kast
SN2002bx,II,IIP,0.0075,2452384.654,2452375.5,16.3,,fast
SN2002bx,II,IIP,0.0075,2452386.66,2452375.5,16.3,,fast
SN2002bx,II,IIP,0.0075,2452398.643,2452375.5,16.3,,fast
SN2002bx,II,IIP,0.0075,2452401.5,2452375.5,16.3,,Kast
SN2002bx,II,IIP,0.0075,2452412.662,2452375.5,16.3,,fast
SN2002bx,II,IIP,0.0075,2452413.5,2452375.5,16.3,,Kast
SN2002ca,II,IIP,0.0109,2452372.5,2452368.5,17.93,,Kast
SN2002ca,II,IIP,0.0109,2452384.5,2452368.5,17.93,,Kast
SN2002ca,II,IIP,0.0109,2452401.5,2452368.5,17.93,,Kast
SN2002ca,II,IIP,0.0109,2452442.5,2452368.5,17.93,,Kast
SN2002cb,II,IIP,0.02956,2452372.5,2452371.5,17.0,,
SN2002ce,II,IIP,0.00694,2452376.5,2452377.5,17.0,,
SN2002ce,II,IIP,0.00694,2452401.5,2452377.5,17.0,,Kast
SN2002cg,Ic,Ic,0.03189,2452379.5,2452378.5,17.4,,
SN2002cg,Ic,Ic,0.03189,2452384.5,2452378.5,17.4,,Kast
SN2002cj,Ic,Ic,0.023,2452396.5,2452397.5,15.2,,
SN2002cj,Ic,Ic,0.023,2452401.5,2452397.5,15.2,,Kast
SN2002cp,Ic,Ic,0.017,2452397.5,2452400.5,16.8,,
SN2002cp,Ic,Ic,0.017,2452398.5,2452400.5,16.8,,
SN2002cp,Ic,Ic,0.017,2452400.5,2452400.5,16.8,,
SN2002cp,Ic,Ic,0.017,2452401.5,2452400.5,16.8,,Kast
SN2002cp,Ic,Ic,0.017,2452406.5,2452400.5,16.8,,
SN2002cp,Ic,Ic,0.017,2452408.5,2452400.5,16.8,,
SN2002cp,Ic,Ic,0.017,2452412.5,2452400.5,16.8,,
SN2002dg,Ib,Ib,0.0467,2452440.5,2452425.5,18.5,,ESO-NTT - EMMI
SN2002dh,II,IIP,0.013,2452435.5,2452429.5,16.4,,
SN2002dq,II,IIP,0.0084,2452445.5,2452443.5,17.0,,
SN2002dq,II,IIP,0.0084,2452495.5,2452443.5,17.0,,Kast
SN2002dy,II,IIP,0.033,2452465.5,2452463.5,17.0,,
SN2002dy,II,IIP,0.033,2452467.5,2452463.5,17.0,,Other - Other
SN2002dy,II,IIP,0.033,2452467.5,2452463.5,17.0,,
SN2002dz,Ib,Ib,0.018,2452496.5,2452471.5,18.3,,Kast
SN2002eg,IIb,IIb-H,0.026,2452495.5,2452481.5,17.5,,Kast
SN2002eg,IIb,IIb-noH,0.026,2452555.5,2452481.5,17.5,,LRIS
SN2002eg,IIb,IIb-noH,0.026,2452586.5,2452481.5,17.5,,LRIS
SN2002en,II,IIP,0.034,2452582.5,2452504.5,18.3,,mmt
SN2002ex,Ic,Ic,0.038,2452521.5,2452514.5,18.7,,Kast
SN2002gd,II P,IIP,0.00761,2452555.5,2452558.5,17.02,,ESO-3.6m - EFOSC2-3.6
SN2002gd,II P,IIP,0.00761,2452555.5,2452558.5,17.02,,LRIS
SN2002gd,II P,IIP,0.00761,2452557.5,2452558.5,17.02,,SSO-2.3m - DBS
SN2002gd,II P,IIP,0.00761,2452560.5,2452558.5,17.02,,SSO-2.3m - DBS
SN2002gd,II P,IIP,0.00761,2452561.5,2452558.5,17.02,,SSO-2.3m - DBS
SN2002gd,II P,IIP,0.00761,2452575.5,2452558.5,17.02,,Ekar - AFOSC
SN2002gd,II P,IIP,0.00761,2452580.5,2452558.5,17.02,,Kast
SN2002gd,II P,IIP,0.00761,2452583.5,2452558.5,17.02,,Ekar - AFOSC
SN2002gd,II P,IIP,0.00761,2452584.9,2452558.5,17.02,,ESI
SN2002gd,II P,IIP,0.00761,2452590.5,2452558.5,17.02,,SSO-2.3m - DBS
SN2002gd,II P,IIP,0.00761,2452606.5,2452558.5,17.02,,CA-2.2m - CAFOS
SN2002gd,II P,IIP,0.00761,2452636.5,2452558.5,17.02,,CA-2.2m - CAFOS
SN2002gd,II P,IIP,0.00761,2452642.5,2452558.5,17.02,,Ekar - AFOSC
SN2002gd,II P,IIP,0.00761,2452653.5,2452558.5,17.02,,Ekar - AFOSC
SN2002gd,II P,IIP,0.00761,2452663.5,2452558.5,17.02,,Ekar - AFOSC
SN2002gw,II P,IIP,0.01028,2452576.5,2452568.5,17.55,,Magellan-Clay - LDSS-2
SN2002gy,Ic BL,Ic-BL,0.024,2452586.5,2452563.5,17.6,,LRIS
SN2002gz,Ic,Ic,0.085,2452587.5,2452565.5,18.2,,ESI
SN2002hf,Ic,Ic,0.019,2452580.5,2452581.5,17.5,,Kast
SN2002hf,Ic,Ic,0.019,2452584.9,2452581.5,17.5,,ESI
SN2002hf,Ic,Ic,0.019,2452586.5,2452581.5,17.5,,LRIS
SN2002hf,Ic,Ic,0.019,2452646.5,2452581.5,17.5,,LRIS
SN2002hg,II,IIP,0.009637,2452580.5,2452577.5,16.7,,CA-2.2m - CAFOS
SN2002hh,II,IIP,0.00015,2452580.5,2452583.5,16.12,,Kast
SN2002hh,II,IIP,0.00015,2452584.5,2452583.5,16.12,,ESI
SN2002hh,II,IIP,0.00015,2452586.5,2452583.5,16.12,,LRIS
